NZ_CP034778.1_1	U3U6Q6
NZ_CP034778.1_2892	D8PGI8
NZ_CP034778.1_2893	S6BCM6
NZ_CP034778.1_2894	G8NSV2
NZ_CP034778.1_2895	B9L3S2
NZ_CP034778.1_2896	S6BCN1
NZ_CP034778.1_2897	S6BSZ6
NZ_CP034778.1_2898	U3U8C1
NZ_CP034778.1_2899	U3U803
NZ_CP034778.1_2900	Q3Z6G5
NZ_CP034778.1_2901	U3U6K8
NZ_CP034778.1_2902	U3U8B6
NZ_CP034778.1_2903	D1CDL5
NZ_CP034778.1_2904	C1ADL7
NZ_CP034778.1_2905	E8V3G6
NZ_CP034778.1_2906	G8NWE9
NZ_CP034778.1_2907	E8WZQ0
NZ_CP034778.1_2908	E8V085
NZ_CP034778.1_2910	G0G9X9
NZ_CP034778.1_2911	C1AAH2
NZ_CP034778.1_2912	C1AAH1
NZ_CP034778.1_2916	U3U800
NZ_CP034778.1_2917	E6W224
NZ_CP034778.1_2918	S6BCD7
NZ_CP034778.1_2920	D1CI04
NZ_CP034778.1_2921	F4LN67
NZ_CP034778.1_2923	S6A8V4
NZ_CP034778.1_2926	B2UPA8
NZ_CP034778.1_2927	Q02BI1
NZ_CP034778.1_2928	A5V0Q4
NZ_CP034778.1_2929	B1ZSX4
NZ_CP034778.1_2930	C0QXV0
NZ_CP034778.1_2931	F5Y8W7
NZ_CP034778.1_2932	D1B8G6
NZ_CP034778.1_2934	U3U858
NZ_CP034778.1_2939	D5MIB3
NZ_CP034778.1_2941	D5MHR0
NZ_CP034778.1_2942	D4H3Z0
NZ_CP034778.1_2943	D4M8Z0
NZ_CP034778.1_2944	S6A8Q4
NZ_CP034778.1_2945	E6W702
NZ_CP034778.1_2948	A9B6Q4
NZ_CP034778.1_2949	G7V6R9
NZ_CP034778.1_2950	A9B1K1
NZ_CP034778.1_2951	D4H6J1
NZ_CP034778.1_2952	B0VJV7
NZ_CP034778.1_2953	B1ZN92
NZ_CP034778.1_2954	D4M8T1
NZ_CP034778.1_2955	E6W370
NZ_CP034778.1_2956	C9RJF3
NZ_CP034778.1_2957	D1CH50
NZ_CP034778.1_2958	G2LFW0
NZ_CP034778.1_2959	H1XXT3
NZ_CP034778.1_2960	B1ZMI5
NZ_CP034778.1_2961	F4LKF5
NZ_CP034778.1_2964	G8NPD6
NZ_CP034778.1_2965	U3U7Z7
NZ_CP034778.1_2966	B2URK1
NZ_CP034778.1_2967	B2UMN7
NZ_CP034778.1_2969	G2LFU6
NZ_CP034778.1_2970	D1CA36
NZ_CP034778.1_2972	F8F1Q8
NZ_CP034778.1_2975	E8V5A3
NZ_CP034778.1_2976	G8NNQ2
NZ_CP034778.1_2977	G8NUC8
NZ_CP034778.1_2978	E6W6Y3
NZ_CP034778.1_2979	E6W6Y2
NZ_CP034778.1_2983	U3U958
NZ_CP034778.1_2984	E8V4A7
NZ_CP034778.1_2985	B2UP40
NZ_CP034778.1_2986	Q1IMP3
NZ_CP034778.1_2988	S0ESN0
NZ_CP034778.1_2990	F0RU12
NZ_CP034778.1_2993	D3PCM8
NZ_CP034778.1_2994	S6BED9
NZ_CP034778.1_2995	D4H157
NZ_CP034778.1_2996	F8AB70
NZ_CP034778.1_2997	I3ZHR4
NZ_CP034778.1_2998	I3ZIC1
NZ_CP034778.1_2999	E1R3V7
NZ_CP034778.1_3004	D5ELB7
NZ_CP034778.1_3005	D5ELB6
NZ_CP034778.1_3006	Q01R93
NZ_CP034778.1_3010	B1ZMA3
NZ_CP034778.1_3014	B1ZRA7
NZ_CP034778.1_3015	Q1IQA0
NZ_CP034778.1_3016	U3U8G8
NZ_CP034778.1_3017	S6BZ78
NZ_CP034778.1_3018	S6BXX7
NZ_CP034778.1_3019	U3U6R6
NZ_CP034778.1_3021	U3U3B7
NZ_CP034778.1_3022	C1F2D7
NZ_CP034778.1_3023	E8V053
NZ_CP034778.1_3024	S6CFI9
NZ_CP034778.1_3025	S6BRW8
NZ_CP034778.1_3026	S6BXX1
NZ_CP034778.1_3027	B2UNN9
NZ_CP034778.1_3028	U3U871
NZ_CP034778.1_3029	U3U9Q9
NZ_CP034778.1_3030	U3U8I0
NZ_CP034778.1_3031	U3U6R9
NZ_CP034778.1_3033	I0I8A7
NZ_CP034778.1_3034	U3U775
NZ_CP034778.1_3035	U3U9H1
NZ_CP034778.1_3036	F5YET6
NZ_CP034778.1_3038	F0RW96
NZ_CP034778.1_3039	F4LQ80
NZ_CP034778.1_3040	F4LQ79
NZ_CP034778.1_3041	H1XQ71
NZ_CP034778.1_3042	I0I4Q4
NZ_CP034778.1_3044	C9RJK8
NZ_CP034778.1_3045	G8NS71
NZ_CP034778.1_3046	S6BTN6
NZ_CP034778.1_3047	U3U9R1
NZ_CP034778.1_3048	U3U8I3
NZ_CP034778.1_3049	U3U6S1
NZ_CP034778.1_3050	B5YFR0
NZ_CP034778.1_3052	A9B5Y1
NZ_CP034778.1_3053	D8PB13
NZ_CP034778.1_3055	E8N1F0
NZ_CP034778.1_3057	S6BSN5
NZ_CP034778.1_3061	U3U876
NZ_CP034778.1_3062	D1B6P8
NZ_CP034778.1_3063	U3U9R3
NZ_CP034778.1_3064	D1B9W0
NZ_CP034778.1_3065	U3U6S4
NZ_CP034778.1_3066	S6BCH2
NZ_CP034778.1_3067	S6BSS5
NZ_CP034778.1_3068	S6CG02
NZ_CP034778.1_3069	U3U879
NZ_CP034778.1_3070	U3U9R5
NZ_CP034778.1_3071	U3U8I9
NZ_CP034778.1_3072	U3U6S7
NZ_CP034778.1_3073	S6CG04
NZ_CP034778.1_3074	U3U882
NZ_CP034778.1_3076	S6BIX2
NZ_CP034778.1_3077	U3U9R6
NZ_CP034778.1_3078	F8ABA1
NZ_CP034778.1_3079	G8NVK5
NZ_CP034778.1_3080	G8NPL5
NZ_CP034778.1_3081	U3U6S9
NZ_CP034778.1_3082	E1RC28
NZ_CP034778.1_3083	Q1IKF4
NZ_CP034778.1_3084	A9B504
NZ_CP034778.1_3085	A5V1I1
NZ_CP034778.1_3087	U3U3D4
NZ_CP034778.1_3089	U3U885
NZ_CP034778.1_3090	D1C7K7
NZ_CP034778.1_3092	U3U9R8
NZ_CP034778.1_3093	B3U4S9
NZ_CP034778.1_3094	I0I6U5
NZ_CP034778.1_3097	I4BWI9
NZ_CP034778.1_3098	I4BWI8
NZ_CP034778.1_3099	B0SN49
NZ_CP034778.1_3101	Q8EYT0
NZ_CP034778.1_3104	F5YK44
NZ_CP034778.1_3105	E8N2C8
NZ_CP034778.1_3107	C0QVB7
NZ_CP034778.1_3109	G8NUC8
NZ_CP034778.1_3110	Q8EZJ8
NZ_CP034778.1_3111	G8NVB7
NZ_CP034778.1_3113	C0R1B6
NZ_CP034778.1_3116	D3PC63
NZ_CP034778.1_3117	D5EPU6
NZ_CP034778.1_3119	U3U7X5
NZ_CP034778.1_3120	U3U321
NZ_CP034778.1_3123	C1F900
NZ_CP034778.1_3124	D1C8I2
NZ_CP034778.1_3125	A9B5H1
NZ_CP034778.1_3126	D5MM47
NZ_CP034778.1_3128	B9L4M4
NZ_CP034778.1_3129	D1CBW6
NZ_CP034778.1_3130	I0ALW0
NZ_CP034778.1_3131	I0IQJ3
NZ_CP034778.1_3133	G8P0L9
NZ_CP034778.1_3134	E8V7B8
NZ_CP034778.1_3135	G8NTJ6
NZ_CP034778.1_3138	C1F593
NZ_CP034778.1_3139	I4BAS4
NZ_CP034778.1_3140	E8N0U4
NZ_CP034778.1_3141	D3PEG8
NZ_CP034778.1_3142	Q1IRW7
NZ_CP034778.1_3143	I0I5Q9
NZ_CP034778.1_3144	C1A752
NZ_CP034778.1_3145	C1ADL7
NZ_CP034778.1_3146	S5ZX58
NZ_CP034778.1_3147	I0I3S3
NZ_CP034778.1_3148	C1ABR4
NZ_CP034778.1_3149	Q1IN89
NZ_CP034778.1_3151	F4LL41
NZ_CP034778.1_3152	G0GDC0
NZ_CP034778.1_3153	J9Z9N1
NZ_CP034778.1_3154	U3U8J7
NZ_CP034778.1_3155	I0GJH5
NZ_CP034778.1_3157	Q8EZL4
NZ_CP034778.1_3158	H1XRK9
NZ_CP034778.1_3159	U3U6T3
NZ_CP034778.1_3161	A5UZE5
NZ_CP034778.1_3162	D4H1V2
NZ_CP034778.1_3163	D4H1V1
NZ_CP034778.1_3167	D1C5K7
NZ_CP034778.1_3168	B8E059
NZ_CP034778.1_3169	I0INN1
NZ_CP034778.1_3170	A9NEC7
NZ_CP034778.1_3171	G8NZE0
NZ_CP034778.1_3174	U3U3E3
NZ_CP034778.1_3176	F8E5E6
NZ_CP034778.1_3177	U3U9S1
NZ_CP034778.1_3179	B1ZMG9
NZ_CP034778.1_3180	D4H237
NZ_CP034778.1_3181	D5MHW5
NZ_CP034778.1_3182	D5MKB0
NZ_CP034778.1_3183	I0AG29
NZ_CP034778.1_3185	U3U895
NZ_CP034778.1_3186	D1CHA1
NZ_CP034778.1_3187	D1CHA2
NZ_CP034778.1_3188	D1CHA3
NZ_CP034778.1_3189	A9B1Y3
NZ_CP034778.1_3190	D1CHA5
NZ_CP034778.1_3191	S6BX88
NZ_CP034778.1_3192	E6W4P7
NZ_CP034778.1_3193	I0I4W1
NZ_CP034778.1_3194	D1C915
NZ_CP034778.1_3195	B1GYX5
NZ_CP034778.1_3196	C0QWC7
NZ_CP034778.1_3197	C1ADM4
NZ_CP034778.1_3198	U3U3E6
NZ_CP034778.1_3200	U3U6T6
NZ_CP034778.1_3201	D3PE58
NZ_CP034778.1_3204	E8V2X7
NZ_CP034778.1_3209	G2LDU3
NZ_CP034778.1_3211	U3U8K2
NZ_CP034778.1_3212	S6BY18
NZ_CP034778.1_3214	U3U6T9
NZ_CP034778.1_3215	U3U3E9
NZ_CP034778.1_3216	G8NWL4
NZ_CP034778.1_3217	U3U898
NZ_CP034778.1_3218	U3U9S5
NZ_CP034778.1_3219	U3U8K5
NZ_CP034778.1_3220	U3U6U3
NZ_CP034778.1_3221	U3U3F4
NZ_CP034778.1_3224	E8N272
NZ_CP034778.1_3225	H9ULQ9
NZ_CP034778.1_3226	H9ULQ8
NZ_CP034778.1_3227	B2UL78
NZ_CP034778.1_3229	D4H2E3
NZ_CP034778.1_3230	D4H2E4
NZ_CP034778.1_3231	U3U8A1
NZ_CP034778.1_3232	S6BDD1
NZ_CP034778.1_3234	S6CGH0
NZ_CP034778.1_3234	S6CGH0
NZ_CP034778.1_3235	U3U6U5
NZ_CP034778.1_3236	U3U3F9
NZ_CP034778.1_3237	E6W5U7
NZ_CP034778.1_3238	E6W5U6
NZ_CP034778.1_3239	E1R5D6
NZ_CP034778.1_3240	U3U8A5
NZ_CP034778.1_3241	U3U9S8
NZ_CP034778.1_3242	S6BTR0
NZ_CP034778.1_3243	S6CGH4
NZ_CP034778.1_3244	E6W220
NZ_CP034778.1_3245	E6W221
NZ_CP034778.1_3246	Q1IJ67
NZ_CP034778.1_3247	D5ER88
NZ_CP034778.1_3248	G8QYU7
NZ_CP034778.1_3249	I4BYJ2
NZ_CP034778.1_3250	I4B3H4
NZ_CP034778.1_3251	S6BSY3
NZ_CP034778.1_3252	G8P1U0
NZ_CP034778.1_3253	E8N3K1
NZ_CP034778.1_3254	I0AFM2
NZ_CP034778.1_3255	A9AUA8
NZ_CP034778.1_3256	C0QVR5
NZ_CP034778.1_3257	D8PCM5
NZ_CP034778.1_3260	F2NSW4
NZ_CP034778.1_3261	B8E254
NZ_CP034778.1_3262	F4LPW5
NZ_CP034778.1_3263	D5ECB2
NZ_CP034778.1_3264	B8E254
NZ_CP034778.1_3265	H1XQE3
NZ_CP034778.1_3266	H1XQE4
NZ_CP034778.1_3267	H9UIM6
NZ_CP034778.1_3269	B1ZYH6
NZ_CP034778.1_3270	D1C395
NZ_CP034778.1_3271	I0I955
NZ_CP034778.1_3272	D8PE71
NZ_CP034778.1_3274	D4H7A5
NZ_CP034778.1_3275	A9WI73
NZ_CP034778.1_3279	Q01VG0
NZ_CP034778.1_3281	B2ULI6
NZ_CP034778.1_3282	B2ULI3
NZ_CP034778.1_3283	G8P1W8
NZ_CP034778.1_3284	I0GHN4
NZ_CP034778.1_3285	G8QVP8
NZ_CP034778.1_3286	U3U6X8
NZ_CP034778.1_3287	S6BFL7
NZ_CP034778.1_3288	S6BV95
NZ_CP034778.1_3291	S6BDV1
NZ_CP034778.1_3292	D1C6T8
NZ_CP034778.1_3293	H9UKS8
NZ_CP034778.1_3294	I4BZF0
NZ_CP034778.1_3295	S6BD12
NZ_CP034778.1_3296	G2LLG4
NZ_CP034778.1_3297	S6BXL2
NZ_CP034778.1_3298	U3U6U8
NZ_CP034778.1_3299	E3CV24
NZ_CP034778.1_3300	F4GJ42
NZ_CP034778.1_3301	B2ULI3
NZ_CP034778.1_3303	E1RBV9
NZ_CP034778.1_3304	Q01US7
NZ_CP034778.1_3305	F0RXV8
NZ_CP034778.1_3306	B0SML9
NZ_CP034778.1_3307	A5UVJ7
NZ_CP034778.1_3308	B5YFR0
NZ_CP034778.1_3309	C0QYR2
NZ_CP034778.1_3310	Q8EVV3
NZ_CP034778.1_3311	F8A922
NZ_CP034778.1_3312	U3U8A8
NZ_CP034778.1_3316	C1ADM3
NZ_CP034778.1_3317	G2LHJ3
NZ_CP034778.1_3318	F8E7H6
NZ_CP034778.1_3319	F8E7H7
NZ_CP034778.1_3320	F8E7H8
NZ_CP034778.1_3321	C1F7E8
NZ_CP034778.1_3323	I3ZBG4
NZ_CP034778.1_3327	D8PAC7
NZ_CP034778.1_3328	J9Z901
NZ_CP034778.1_3329	E6W3C5
NZ_CP034778.1_3330	Q8F2X9
NZ_CP034778.1_3331	Q8F1B7
NZ_CP034778.1_3332	A5V1Y0
NZ_CP034778.1_3333	Q022M8
NZ_CP034778.1_3334	G8NSV2
NZ_CP034778.1_3336	B2UKT3
NZ_CP034778.1_3337	D4M8B9
NZ_CP034778.1_3338	I0IQ98
NZ_CP034778.1_3339	I0IQ99
NZ_CP034778.1_3341	Q1IUE9
NZ_CP034778.1_3342	B2A011
NZ_CP034778.1_3343	B1GZK5
NZ_CP034778.1_3345	Q6MSY7
NZ_CP034778.1_3346	D4MAS4
NZ_CP034778.1_3347	S6CER6
NZ_CP034778.1_3349	A9WG82
NZ_CP034778.1_3350	S6BVU8
NZ_CP034778.1_3351	F8A8W9
NZ_CP034778.1_3352	S0EU89
NZ_CP034778.1_3354	I0AFV7
NZ_CP034778.1_3355	Q020N7
NZ_CP034778.1_3357	U3U6V5
NZ_CP034778.1_3358	D5EM11
NZ_CP034778.1_3359	S6CEP0
NZ_CP034778.1_3360	S6BQI5
NZ_CP034778.1_3361	S6BVP9
NZ_CP034778.1_3362	S6BGK4
NZ_CP034778.1_3363	S6CG65
NZ_CP034778.1_3364	Q8EZL4
NZ_CP034778.1_3365	E8UY52
NZ_CP034778.1_3366	H1XYN3
NZ_CP034778.1_3367	G2LH41
NZ_CP034778.1_3368	D3PCT2
NZ_CP034778.1_3369	D3PCT5
NZ_CP034778.1_3370	G2LH42
NZ_CP034778.1_3373	Q6MSY7
NZ_CP034778.1_3374	B2KCC4
NZ_CP034778.1_3377	D4H5A2
NZ_CP034778.1_3378	D4H5A3
NZ_CP034778.1_3384	E8UXB8
NZ_CP034778.1_3388	S0EW23
NZ_CP034778.1_3389	I4BZI0
NZ_CP034778.1_3390	D4H8Q6
NZ_CP034778.1_3391	D4H8Q5
NZ_CP034778.1_3392	D4H8Q4
NZ_CP034778.1_3394	E6W1N3
NZ_CP034778.1_3395	F2NXN8
NZ_CP034778.1_3396	D9S8B7
NZ_CP034778.1_3397	I0I6Q0
NZ_CP034778.1_3398	A5UZX0
NZ_CP034778.1_3399	F5YR74
NZ_CP034778.1_3400	I0ANS2
NZ_CP034778.1_3401	S6BV50
NZ_CP034778.1_3403	D1CB86
NZ_CP034778.1_3404	E1R108
NZ_CP034778.1_3405	U3U6V6
NZ_CP034778.1_3406	F8A947
NZ_CP034778.1_3407	S6BZE6
NZ_CP034778.1_3408	S6BDK6
NZ_CP034778.1_3410	S6CGL7
NZ_CP034778.1_3411	S6BK60
NZ_CP034778.1_3412	S6BZF0
NZ_CP034778.1_3415	I0IN60
NZ_CP034778.1_3416	S6CFN2
NZ_CP034778.1_3417	U3U8L9
NZ_CP034778.1_3418	U3U6W0
NZ_CP034778.1_3419	U3U3H8
NZ_CP034778.1_3420	U3U8C0
NZ_CP034778.1_3421	U3U9T4
NZ_CP034778.1_3422	U3U8M1
NZ_CP034778.1_3423	U3U6W4
NZ_CP034778.1_3424	U3U3I3
NZ_CP034778.1_3425	U3U8C4
NZ_CP034778.1_3426	S6BJ88
NZ_CP034778.1_3427	D1B8S3
NZ_CP034778.1_3428	C1ACC5
NZ_CP034778.1_3429	C1ACC6
NZ_CP034778.1_3430	D1B9J1
NZ_CP034778.1_3431	G2LFI6
NZ_CP034778.1_3432	D1B9J3
NZ_CP034778.1_3433	U3U9T5
NZ_CP034778.1_3434	G2LKP9
NZ_CP034778.1_3435	E6W5S9
NZ_CP034778.1_3437	A9AXU9
NZ_CP034778.1_3438	A9AXV0
NZ_CP034778.1_3439	A9AXV2
NZ_CP034778.1_3440	A9AXU7
NZ_CP034778.1_3441	D5MJR4
NZ_CP034778.1_3443	U3U8M3
NZ_CP034778.1_3445	S6BH84
NZ_CP034778.1_3447	U3U3I8
NZ_CP034778.1_3448	S6BC63
NZ_CP034778.1_3453	U3U8C8
NZ_CP034778.1_3454	I4BWD9
NZ_CP034778.1_3455	H1XNG3
NZ_CP034778.1_3456	C0QYJ9
NZ_CP034778.1_3457	B8E382
NZ_CP034778.1_3458	I0I8D7
NZ_CP034778.1_3459	Q6YPY1
NZ_CP034778.1_3460	S6CH06
NZ_CP034778.1_3461	U3U6X0
NZ_CP034778.1_3462	S6CEN2
NZ_CP034778.1_3463	U3U3J3
NZ_CP034778.1_3464	S6BA14
NZ_CP034778.1_3465	U3U8D2
NZ_CP034778.1_3466	F8ABB3
NZ_CP034778.1_3467	D8K451
NZ_CP034778.1_3468	B8E255
NZ_CP034778.1_3469	A9WID7
NZ_CP034778.1_3473	U3U9T7
NZ_CP034778.1_3475	S6BF58
NZ_CP034778.1_3476	U3U3J6
NZ_CP034778.1_3477	Q3Z8L4
NZ_CP034778.1_3478	S6CGZ3
NZ_CP034778.1_3479	S6C0Y5
NZ_CP034778.1_3480	U3U8D4
NZ_CP034778.1_3481	U3U8N0
NZ_CP034778.1_3482	S6BQ47
NZ_CP034778.1_3483	U3U6X8
NZ_CP034778.1_3485	U3U3K1
NZ_CP034778.1_3487	U3U8D8
NZ_CP034778.1_3488	U3U8N5
NZ_CP034778.1_3489	D4H6R0
NZ_CP034778.1_3490	C1A5H5
NZ_CP034778.1_3491	U3U9T9
NZ_CP034778.1_3493	D4H3U0
NZ_CP034778.1_3494	D5MM04
NZ_CP034778.1_3495	D8PJJ4
NZ_CP034778.1_3497	B0SPG9
NZ_CP034778.1_3498	U3U6F2
NZ_CP034778.1_3501	B2UQ82
NZ_CP034778.1_3502	F4LN05
NZ_CP034778.1_3503	H1XR37
NZ_CP034778.1_3504	I4BC10
NZ_CP034778.1_3505	I4BC09
NZ_CP034778.1_3506	D4H2E6
NZ_CP034778.1_3507	S0EVT7
NZ_CP034778.1_3508	G0GEL9
NZ_CP034778.1_3509	B8E1T7
NZ_CP034778.1_3510	F0RU86
NZ_CP034778.1_3511	S0EVR4
NZ_CP034778.1_3512	F4LKQ0
NZ_CP034778.1_3513	F4LKQ1
NZ_CP034778.1_3514	D4M7G2
NZ_CP034778.1_3516	B9L1U5
NZ_CP034778.1_3517	E8N0V0
NZ_CP034778.1_3518	G8NVC2
NZ_CP034778.1_3519	I4BWT3
NZ_CP034778.1_3520	G8P0L9
NZ_CP034778.1_3521	I7A7H9
NZ_CP034778.1_3522	I0I0Z9
NZ_CP034778.1_3524	D4H281
NZ_CP034778.1_3525	D4H280
NZ_CP034778.1_3526	D4H280
NZ_CP034778.1_3527	S0ETT9
NZ_CP034778.1_3528	D4M9H4
NZ_CP034778.1_3529	E8X336
NZ_CP034778.1_3533	C1ABB4
NZ_CP034778.1_3534	A9B4X8
NZ_CP034778.1_3535	A9B7R5
NZ_CP034778.1_3536	A9B7R9
NZ_CP034778.1_3537	A9B7R8
NZ_CP034778.1_3538	A9B7R7
NZ_CP034778.1_3540	C1ACN9
NZ_CP034778.1_3541	A9B6R9
NZ_CP034778.1_3542	A9B6S0
NZ_CP034778.1_3543	I0I3M8
NZ_CP034778.1_3544	C1ACN3
NZ_CP034778.1_3546	Q027P2
NZ_CP034778.1_3547	E6W224
NZ_CP034778.1_3549	E1RCT0
NZ_CP034778.1_3550	E1RCT1
NZ_CP034778.1_3551	I0I7N0
NZ_CP034778.1_3552	D1C9M8
NZ_CP034778.1_3553	E1RCT2
NZ_CP034778.1_3555	E1RCT4
NZ_CP034778.1_3556	E1RCT5
NZ_CP034778.1_3557	B8E1U2
NZ_CP034778.1_3558	F5Y7Q2
NZ_CP034778.1_3560	G8NSV2
NZ_CP034778.1_3561	F8A809
NZ_CP034778.1_3563	F8E9Q3
NZ_CP034778.1_3565	D1C737
NZ_CP034778.1_3566	F8E4F6
NZ_CP034778.1_3567	Q8F124
NZ_CP034778.1_3568	I0I258
NZ_CP034778.1_3569	B9L1W1
NZ_CP034778.1_3570	I4BWG4
NZ_CP034778.1_3571	F5YLG0
NZ_CP034778.1_3572	F8F4J1
NZ_CP034778.1_3573	A9B919
NZ_CP034778.1_3575	E8N2J1
NZ_CP034778.1_3576	I3ZL22
NZ_CP034778.1_3578	D1C4D2
NZ_CP034778.1_3579	I4B0T9
NZ_CP034778.1_3580	G8QTQ6
NZ_CP034778.1_3581	D4H1W9
NZ_CP034778.1_3582	I0GIQ1
NZ_CP034778.1_3583	B8E254
NZ_CP034778.1_3584	C1F7F6
NZ_CP034778.1_3585	G8P000
NZ_CP034778.1_3587	G2LF22
NZ_CP034778.1_3589	I0ING1
NZ_CP034778.1_3590	B2UP68
NZ_CP034778.1_3591	B2KCC4
NZ_CP034778.1_3594	G8QRY1
NZ_CP034778.1_3595	D9SAN0
NZ_CP034778.1_3596	E8V219
NZ_CP034778.1_3598	B1ZYI6
NZ_CP034778.1_3600	C0R286
NZ_CP034778.1_3601	C0R288
NZ_CP034778.1_3602	C0R287
NZ_CP034778.1_3603	D4H2J5
NZ_CP034778.1_3604	E3CWS0
NZ_CP034778.1_3605	F5YM41
NZ_CP034778.1_3607	A9B109
NZ_CP034778.1_3608	Q02B98
NZ_CP034778.1_3609	E6W6M4
NZ_CP034778.1_3610	G8QRA5
NZ_CP034778.1_3612	I0I8A9
NZ_CP034778.1_3613	I3ZIG2
NZ_CP034778.1_3614	D5ENQ9
NZ_CP034778.1_3615	U3U2R6
NZ_CP034778.1_3616	G8NTG1
NZ_CP034778.1_3618	G2LJT7
NZ_CP034778.1_3619	I0I5Q9
NZ_CP034778.1_3622	Q1ILY5
NZ_CP034778.1_3624	I0INZ6
NZ_CP034778.1_3626	D1C9I7
NZ_CP034778.1_3629	E1RBQ9
NZ_CP034778.1_3630	D5EN54
NZ_CP034778.1_3631	D5EQU4
NZ_CP034778.1_3633	E8V318
NZ_CP034778.1_3634	I0GIQ2
NZ_CP034778.1_3635	I4BWM8
NZ_CP034778.1_3638	C1ACN8
NZ_CP034778.1_3639	C1ACP2
NZ_CP034778.1_3640	C1ACP1
NZ_CP034778.1_3641	D5EPF1
NZ_CP034778.1_3644	B9L290
NZ_CP034778.1_3645	Q1IUI8
NZ_CP034778.1_3646	C0QWD7
NZ_CP034778.1_3647	C0QWD8
NZ_CP034778.1_3648	F4LME9
NZ_CP034778.1_3650	G0GEM0
NZ_CP034778.1_3651	F0RTG3
NZ_CP034778.1_3652	E1R0Z8
NZ_CP034778.1_3653	G8QXT9
NZ_CP034778.1_3654	I0I5W5
NZ_CP034778.1_3655	I0HYQ1
NZ_CP034778.1_3656	D1CDS2
NZ_CP034778.1_3657	Q4AAA6
NZ_CP034778.1_3659	U3U6Z6
NZ_CP034778.1_3660	Q02C32
NZ_CP034778.1_3661	B0SKR8
NZ_CP034778.1_3662	D1B6P7
NZ_CP034778.1_3663	G8NRH7
NZ_CP034778.1_3665	B3U4S9
NZ_CP034778.1_3673	U3U8C4
NZ_CP034778.1_3675	E8WYX9
NZ_CP034778.1_3676	U3U8N3
NZ_CP034778.1_3677	E6W2U3
NZ_CP034778.1_3678	U3U6Y0
NZ_CP034778.1_3679	S6BI14
NZ_CP034778.1_3680	U3U3K4
NZ_CP034778.1_3682	F8F4C2
NZ_CP034778.1_3683	F8F4C1
NZ_CP034778.1_3684	S6BIF5
NZ_CP034778.1_3686	D8PA71
NZ_CP034778.1_3687	D5EL58
NZ_CP034778.1_3688	E6W3Y7
NZ_CP034778.1_3689	A9NFY9
NZ_CP034778.1_3690	S6BZ43
NZ_CP034778.1_3691	Q1IMS7
NZ_CP034778.1_3692	C1F4G1
NZ_CP034778.1_3693	G2LEF5
NZ_CP034778.1_3695	C1F4V3
NZ_CP034778.1_3696	I6YU20
NZ_CP034778.1_3698	E6W2X4
NZ_CP034778.1_3699	E1RCU6
NZ_CP034778.1_3700	Q01S66
NZ_CP034778.1_3701	C1ABP3
NZ_CP034778.1_3702	D5EHT9
NZ_CP034778.1_3703	S6BUN8
NZ_CP034778.1_3704	U3U8E2
NZ_CP034778.1_3705	U3U9U0
NZ_CP034778.1_3706	S6BWS1
NZ_CP034778.1_3707	S6BHK9
NZ_CP034778.1_3708	S6CF98
NZ_CP034778.1_3709	Q8EXN2
NZ_CP034778.1_3713	G2LG10
NZ_CP034778.1_3714	U3U5V1
NZ_CP034778.1_3716	B5YGG4
NZ_CP034778.1_3717	D4H2H3
NZ_CP034778.1_3718	U3U3K7
NZ_CP034778.1_3720	D5ELT4
NZ_CP034778.1_3722	G8NUH2
NZ_CP034778.1_3723	I0IPS5
NZ_CP034778.1_3724	D5ENI8
NZ_CP034778.1_3725	G2LJR1
NZ_CP034778.1_3726	D8K366
NZ_CP034778.1_3727	E8N4N4
NZ_CP034778.1_3728	Q1IUI8
NZ_CP034778.1_3730	H9ULN0
NZ_CP034778.1_3731	B8E055
NZ_CP034778.1_3732	B8DZR2
NZ_CP034778.1_3733	F4LQA8
NZ_CP034778.1_3734	B8E052
NZ_CP034778.1_3735	A9AXL1
NZ_CP034778.1_3736	H9UK27
NZ_CP034778.1_3738	Q025X6
NZ_CP034778.1_3739	G8QUB3
NZ_CP034778.1_3740	A9B867
NZ_CP034778.1_3744	B0SJB5
NZ_CP034778.1_3746	C1A7R4
NZ_CP034778.1_3747	B5YH08
NZ_CP034778.1_3748	S6BLP4
NZ_CP034778.1_3749	Q1IP28
NZ_CP034778.1_3750	B0VFN4
NZ_CP034778.1_3751	E1RAT2
NZ_CP034778.1_3752	I0ALJ7
NZ_CP034778.1_3753	E1RAW4
NZ_CP034778.1_3755	U3U8E4
NZ_CP034778.1_3756	H1XYW8
NZ_CP034778.1_3758	S6BYR4
NZ_CP034778.1_3759	S6BD32
NZ_CP034778.1_3760	U3U9U1
NZ_CP034778.1_3761	U3U8N7
NZ_CP034778.1_3762	U3U6Y8
NZ_CP034778.1_3763	S6BYR8
NZ_CP034778.1_3764	S6BWH3
NZ_CP034778.1_3766	D8PEK1
NZ_CP034778.1_3767	U3U9U2
NZ_CP034778.1_3768	U3U8P0
NZ_CP034778.1_3769	U3U6Z2
NZ_CP034778.1_3771	U3U8F2
NZ_CP034778.1_3773	G8NRJ3
NZ_CP034778.1_3774	D1CDM4
NZ_CP034778.1_3775	B9L195
NZ_CP034778.1_3777	B9L195
NZ_CP034778.1_3778	I4BX92
NZ_CP034778.1_3779	Q02CF0
NZ_CP034778.1_3780	F5YJN7
NZ_CP034778.1_3781	U3U9U3
