id,pI,M
NZ_CP034778.1_2473,8.7680,29250.69
NZ_CP034778.1_2474,6.5080,13512.94
NZ_CP034778.1_2475,4.9709,32181.59
NZ_CP034778.1_2476,8.5892,47887.03
NZ_CP034778.1_2477,4.3954,14450.41
NZ_CP034778.1_2478,7.2422,57353.73
NZ_CP034778.1_2479,6.1990,57209.22
NZ_CP034778.1_2480,7.2503,25622.45
NZ_CP034778.1_2481,6.8740,42294.32
NZ_CP034778.1_2482,9.9713,48077.94
NZ_CP034778.1_2483,4.6967,32491.68
NZ_CP034778.1_2485,5.2135,41011.66
NZ_CP034778.1_2486,6.5093,43578.01
NZ_CP034778.1_2487,4.9234,30652.19
NZ_CP034778.1_2488,7.6493,31939.98
NZ_CP034778.1_2490,9.6258,26639.78
NZ_CP034778.1_2491,9.3937,55445.66
NZ_CP034778.1_2492,5.6474,49269.59
NZ_CP034778.1_2493,9.7387,52764.48
NZ_CP034778.1_2494,6.0680,16386.02
NZ_CP034778.1_2498,5.1435,62603.14
NZ_CP034778.1_2501,6.3487,28967.12
NZ_CP034778.1_2507,9.0194,48238.51
NZ_CP034778.1_2508,7.7074,49128.44
NZ_CP034778.1_2510,5.4926,11422.77
NZ_CP034778.1_2511,6.6855,18196.62
NZ_CP034778.1_2512,8.0043,47916.69
NZ_CP034778.1_2513,5.3260,42106.95
NZ_CP034778.1_2514,7.2564,33608.97
NZ_CP034778.1_2515,5.9716,38904.30
NZ_CP034778.1_2516,6.5624,34560.19
NZ_CP034778.1_2517,9.9597,42949.27
NZ_CP034778.1_2518,9.0468,34050.35
NZ_CP034778.1_2521,9.1678,9943.42
NZ_CP034778.1_2523,6.4022,28856.11
NZ_CP034778.1_2524,8.3451,28447.95
NZ_CP034778.1_2525,9.5983,23923.63
NZ_CP034778.1_2526,6.0838,36756.04
NZ_CP034778.1_2527,6.8815,30469.24
NZ_CP034778.1_2528,9.6893,40326.03
NZ_CP034778.1_2530,9.7328,41703.44
NZ_CP034778.1_2532,5.8632,28179.26
NZ_CP034778.1_2533,5.0520,11552.20
NZ_CP034778.1_2534,5.6055,14495.45
NZ_CP034778.1_2537,4.9816,17227.46
NZ_CP034778.1_2538,4.7717,54114.60
NZ_CP034778.1_2539,6.9459,19446.27
NZ_CP034778.1_2540,6.7687,51933.01
NZ_CP034778.1_2542,6.3993,33520.65
NZ_CP034778.1_2543,5.1862,49160.78
NZ_CP034778.1_2544,6.9185,32276.96
NZ_CP034778.1_2545,5.1921,17663.18
NZ_CP034778.1_2546,5.3627,33399.31
NZ_CP034778.1_2547,6.7980,27695.87
NZ_CP034778.1_2548,6.3711,35137.64
NZ_CP034778.1_2549,6.9414,43362.35
NZ_CP034778.1_2550,6.2646,40186.46
NZ_CP034778.1_2551,6.5102,31671.97
NZ_CP034778.1_2552,5.8123,34382.34
NZ_CP034778.1_2553,9.8196,48384.29
NZ_CP034778.1_2554,4.6136,29476.44
NZ_CP034778.1_2555,10.2987,42605.10
NZ_CP034778.1_2556,8.2368,23727.44
NZ_CP034778.1_2558,10.0993,14697.64
NZ_CP034778.1_2560,10.4383,31800.81
NZ_CP034778.1_2561,9.9692,43181.49
NZ_CP034778.1_2563,9.0938,25702.64
NZ_CP034778.1_2564,4.7435,29314.43
NZ_CP034778.1_2565,10.1724,38696.27
NZ_CP034778.1_2566,9.5305,55843.97
NZ_CP034778.1_2567,6.3242,46210.72
NZ_CP034778.1_2568,4.8633,41376.33
NZ_CP034778.1_2570,7.8724,39693.21
NZ_CP034778.1_2572,5.1986,16604.15
NZ_CP034778.1_2573,7.9607,38598.38
NZ_CP034778.1_2574,5.3643,117878.66
NZ_CP034778.1_2576,6.6046,40989.77
NZ_CP034778.1_2578,8.0775,31224.00
NZ_CP034778.1_2579,7.5657,27337.24
NZ_CP034778.1_2580,5.5319,30507.21
NZ_CP034778.1_2581,6.2582,45023.32
NZ_CP034778.1_2582,6.6224,22625.81
NZ_CP034778.1_2583,5.6159,29316.43
NZ_CP034778.1_2584,9.7554,46932.46
NZ_CP034778.1_2587,5.4521,45022.07
NZ_CP034778.1_2588,4.3648,17820.89
NZ_CP034778.1_2589,6.5249,17614.93
NZ_CP034778.1_2593,5.9615,25141.49
NZ_CP034778.1_2594,10.4358,31076.92
NZ_CP034778.1_2596,4.8761,77110.18
NZ_CP034778.1_2597,5.9606,27258.98
NZ_CP034778.1_2598,6.3110,26493.27
NZ_CP034778.1_2600,5.2689,53183.74
NZ_CP034778.1_2601,10.1767,46060.07
NZ_CP034778.1_2602,8.9467,11721.23
NZ_CP034778.1_2604,6.5111,21928.11
NZ_CP034778.1_2607,8.1385,89922.88
NZ_CP034778.1_2608,7.0357,22640.80
NZ_CP034778.1_2611,8.8468,45630.35
NZ_CP034778.1_2612,6.1225,24941.88
NZ_CP034778.1_2613,6.4045,44667.38
NZ_CP034778.1_2614,8.0906,33518.50
NZ_CP034778.1_2615,10.7646,44660.97
NZ_CP034778.1_2616,5.1495,56439.42
NZ_CP034778.1_2622,9.9284,37545.96
NZ_CP034778.1_2623,5.7484,60770.54
NZ_CP034778.1_2624,8.8144,29212.53
NZ_CP034778.1_2625,4.9201,10548.98
NZ_CP034778.1_2626,4.6223,29673.60
NZ_CP034778.1_2627,7.1446,28207.17
NZ_CP034778.1_2628,9.7879,33300.31
NZ_CP034778.1_2629,7.8165,23023.31
NZ_CP034778.1_2630,6.0408,32149.07
NZ_CP034778.1_2631,5.9931,34636.22
NZ_CP034778.1_2632,6.8589,59973.10
NZ_CP034778.1_2633,6.7937,32797.36
NZ_CP034778.1_2635,6.3503,58951.03
NZ_CP034778.1_2636,5.0950,26992.85
NZ_CP034778.1_2637,6.7147,34937.98
NZ_CP034778.1_2638,5.0763,99731.00
NZ_CP034778.1_2639,8.8930,51751.03
NZ_CP034778.1_2640,6.2004,60024.06
NZ_CP034778.1_2641,10.4002,60112.62
NZ_CP034778.1_2642,6.3893,14763.76
NZ_CP034778.1_2643,6.1118,27327.97
NZ_CP034778.1_2644,5.4319,48482.72
NZ_CP034778.1_2645,6.5207,41571.65
NZ_CP034778.1_2646,4.5509,23523.88
NZ_CP034778.1_2647,6.8011,24358.94
NZ_CP034778.1_2648,9.1068,29690.36
NZ_CP034778.1_2649,9.5279,21357.35
NZ_CP034778.1_2650,8.1057,34132.32
NZ_CP034778.1_2651,5.5118,46608.54
NZ_CP034778.1_2652,4.7906,51589.89
NZ_CP034778.1_2653,10.0021,39968.65
NZ_CP034778.1_2654,10.1335,41927.29
NZ_CP034778.1_2658,4.3029,77644.69
NZ_CP034778.1_2674,4.9631,43970.74
NZ_CP034778.1_2676,5.9562,46095.55
NZ_CP034778.1_2678,6.5561,65528.36
NZ_CP034778.1_2681,10.5787,13399.19
NZ_CP034778.1_2691,8.1143,30150.53
NZ_CP034778.1_2695,5.3817,44428.39
NZ_CP034778.1_2696,5.3134,34695.72
NZ_CP034778.1_2701,4.6906,24757.98
NZ_CP034778.1_2704,9.0366,15713.06
NZ_CP034778.1_2706,7.0278,19062.78
NZ_CP034778.1_2707,8.2081,27933.27
NZ_CP034778.1_2710,5.9537,48800.00
NZ_CP034778.1_2711,5.7969,54139.83
NZ_CP034778.1_2713,9.7646,49361.94
NZ_CP034778.1_2714,7.8974,26417.25
NZ_CP034778.1_2715,9.8578,12180.93
NZ_CP034778.1_2716,6.1610,26400.43
NZ_CP034778.1_2718,5.7826,49311.88
NZ_CP034778.1_2720,6.4629,49834.09
NZ_CP034778.1_2721,6.2002,59888.94
NZ_CP034778.1_2722,4.9256,42523.58
NZ_CP034778.1_2724,8.0540,36731.89
NZ_CP034778.1_2725,8.8515,56477.99
NZ_CP034778.1_2726,5.8083,43878.86
NZ_CP034778.1_2730,10.0195,12336.87
NZ_CP034778.1_2735,5.4082,35658.58
NZ_CP034778.1_2736,5.0168,51541.13
NZ_CP034778.1_2738,9.8853,47713.74
NZ_CP034778.1_2739,9.2617,52356.09
NZ_CP034778.1_2742,6.3774,51978.38
NZ_CP034778.1_2744,6.7519,42401.46
NZ_CP034778.1_2745,5.7027,46379.04
NZ_CP034778.1_2746,7.0192,36473.93
NZ_CP034778.1_2747,7.1786,35107.41
NZ_CP034778.1_2749,9.8070,60415.04
NZ_CP034778.1_2750,9.8134,39194.27
NZ_CP034778.1_2751,5.8753,49979.13
NZ_CP034778.1_2752,5.2732,24049.37
NZ_CP034778.1_2753,7.7161,148889.69
NZ_CP034778.1_2754,4.5858,21523.52
NZ_CP034778.1_2756,6.3933,21192.31
NZ_CP034778.1_2757,7.1009,34738.19
NZ_CP034778.1_2758,6.4512,49054.01
NZ_CP034778.1_2759,5.9890,42141.20
NZ_CP034778.1_2760,7.4396,15176.31
NZ_CP034778.1_2761,6.4498,50932.59
NZ_CP034778.1_2762,6.2689,28076.22
NZ_CP034778.1_2763,7.5115,27341.37
NZ_CP034778.1_2764,5.6584,39019.40
NZ_CP034778.1_2765,5.4835,18201.80
NZ_CP034778.1_2766,4.9698,27927.48
NZ_CP034778.1_2767,6.3437,10934.25
NZ_CP034778.1_2768,6.1090,35249.91
NZ_CP034778.1_2769,6.5110,72913.29
NZ_CP034778.1_2770,5.4909,83601.50
NZ_CP034778.1_2771,10.9068,33975.41
NZ_CP034778.1_2772,6.5117,31406.33
NZ_CP034778.1_2773,5.3295,53516.90
NZ_CP034778.1_2778,12.0898,18555.01
NZ_CP034778.1_2779,5.6110,36363.59
NZ_CP034778.1_2782,5.6463,128378.03
NZ_CP034778.1_2786,6.7827,35385.82
NZ_CP034778.1_2787,8.1200,49227.99
NZ_CP034778.1_2788,4.7967,36771.30
NZ_CP034778.1_2789,7.0248,26535.37
NZ_CP034778.1_2790,5.8881,40875.52
NZ_CP034778.1_2793,9.3636,50058.53
NZ_CP034778.1_2794,6.3450,17627.36
NZ_CP034778.1_2796,6.6264,43492.60
NZ_CP034778.1_2797,5.0615,23229.79
NZ_CP034778.1_2798,7.7652,37697.69
NZ_CP034778.1_2799,7.8585,29170.36
NZ_CP034778.1_2800,6.8038,42892.77
NZ_CP034778.1_2801,5.8152,36378.58
NZ_CP034778.1_2802,6.0122,19598.46
NZ_CP034778.1_2803,7.0346,32281.79
NZ_CP034778.1_2804,5.7144,32259.16
NZ_CP034778.1_2805,8.2534,34540.09
NZ_CP034778.1_2806,6.8645,33798.71
NZ_CP034778.1_2809,9.3356,31882.76
NZ_CP034778.1_2810,5.7318,26305.03
NZ_CP034778.1_2811,8.6773,21448.51
NZ_CP034778.1_2812,6.2428,24673.06
NZ_CP034778.1_2815,5.3995,39970.36
NZ_CP034778.1_2816,5.6087,67209.70
NZ_CP034778.1_2818,9.5524,127509.11
NZ_CP034778.1_2827,5.1656,96949.86
NZ_CP034778.1_2828,5.9368,18761.03
NZ_CP034778.1_2829,8.7003,61966.38
NZ_CP034778.1_2831,6.6522,50582.17
NZ_CP034778.1_2832,4.7939,57979.54
NZ_CP034778.1_2833,7.7048,18461.10
NZ_CP034778.1_2834,5.1917,20220.10
NZ_CP034778.1_2835,6.0632,58943.59
NZ_CP034778.1_2836,7.5118,26721.64
NZ_CP034778.1_2837,7.8910,32740.68
NZ_CP034778.1_2840,6.4220,32255.98
NZ_CP034778.1_2841,10.7632,41678.63
NZ_CP034778.1_2842,7.7299,38492.61
NZ_CP034778.1_2843,8.3870,32939.74
NZ_CP034778.1_2846,9.2129,59617.78
NZ_CP034778.1_2847,5.5280,25596.81
NZ_CP034778.1_2848,4.8060,34698.98
NZ_CP034778.1_2849,4.4734,17543.97
NZ_CP034778.1_2850,10.1930,37471.47
NZ_CP034778.1_2851,6.3882,57385.05
NZ_CP034778.1_2852,6.0272,48471.26
NZ_CP034778.1_2853,7.6214,34239.38
NZ_CP034778.1_2859,5.1406,25443.77
NZ_CP034778.1_2860,6.2497,37049.47
NZ_CP034778.1_2861,10.0327,48325.37
NZ_CP034778.1_2862,6.0952,42529.32
NZ_CP034778.1_2863,9.7350,88685.81
NZ_CP034778.1_2864,9.1726,31586.75
NZ_CP034778.1_2865,6.2823,32059.06
NZ_CP034778.1_2866,7.6104,61587.96
NZ_CP034778.1_2867,9.9108,35953.93
NZ_CP034778.1_2868,5.2202,31673.46
NZ_CP034778.1_2869,9.1041,37595.58
NZ_CP034778.1_2870,9.2936,30478.33
NZ_CP034778.1_2871,9.2131,51782.01
NZ_CP034778.1_2873,5.3592,27911.07
NZ_CP034778.1_2875,5.3018,72351.39
NZ_CP034778.1_2877,7.1459,27589.69
NZ_CP034778.1_2879,9.9741,11283.07
NZ_CP034778.1_2880,6.9357,26306.18
NZ_CP034778.1_2881,6.1324,44485.82
NZ_CP034778.1_2884,6.1533,22182.40
NZ_CP034778.1_2885,5.1000,97550.85
NZ_CP034778.1_2887,7.3879,35989.21
NZ_CP034778.1_2888,8.4686,97308.69
NZ_CP034778.1_2890,10.0751,40281.59
NZ_CP034778.1_2891,8.8889,29535.95
NZ_CP034778.1_2892,6.5159,21887.85
NZ_CP034778.1_2893,10.6494,33847.59
NZ_CP034778.1_2894,7.8013,33091.38
NZ_CP034778.1_2895,9.6789,31999.34
NZ_CP034778.1_2896,5.7672,23108.68
NZ_CP034778.1_2897,7.1442,31602.00
NZ_CP034778.1_2898,5.1619,57408.40
NZ_CP034778.1_2899,6.5480,56620.69
NZ_CP034778.1_2900,5.1812,49318.22
NZ_CP034778.1_2901,6.3966,42964.08
NZ_CP034778.1_2902,4.8195,28573.77
NZ_CP034778.1_2903,5.8249,43132.40
NZ_CP034778.1_2904,5.7016,39733.35
NZ_CP034778.1_2905,10.0832,47365.01
NZ_CP034778.1_2906,7.7877,34227.66
NZ_CP034778.1_2907,6.3491,17082.47
NZ_CP034778.1_2908,5.2591,32537.28
NZ_CP034778.1_2910,8.9460,25742.54
NZ_CP034778.1_2911,5.3990,81551.74
NZ_CP034778.1_2912,6.3947,25357.77
NZ_CP034778.1_2916,9.9623,20918.15
NZ_CP034778.1_2917,5.0030,80111.91
NZ_CP034778.1_2918,8.8733,13145.39
NZ_CP034778.1_2920,4.7602,24485.37
NZ_CP034778.1_2921,5.7209,26906.68
NZ_CP034778.1_2923,9.8550,48850.82
NZ_CP034778.1_2926,5.4681,74651.14
NZ_CP034778.1_2927,5.3174,27706.35
NZ_CP034778.1_2928,6.1073,50249.95
NZ_CP034778.1_2929,9.1675,31911.36
NZ_CP034778.1_2930,4.4129,12705.48
NZ_CP034778.1_2931,6.3631,48426.08
NZ_CP034778.1_2932,7.3469,11440.57
NZ_CP034778.1_2934,5.2294,30488.74
NZ_CP034778.1_2939,6.5902,52181.44
NZ_CP034778.1_2941,6.5810,43490.53
NZ_CP034778.1_2942,5.8356,30897.89
NZ_CP034778.1_2943,10.1414,23708.07
NZ_CP034778.1_2944,11.7197,25455.13
NZ_CP034778.1_2945,8.9702,20714.05
NZ_CP034778.1_2948,8.5353,23332.89
NZ_CP034778.1_2949,6.5669,47887.85
NZ_CP034778.1_2950,8.0835,21990.81
NZ_CP034778.1_2951,6.7179,15273.68
NZ_CP034778.1_2952,7.0059,48534.45
NZ_CP034778.1_2953,6.1649,34600.06
NZ_CP034778.1_2954,8.4537,72692.27
NZ_CP034778.1_2955,4.8260,36209.61
NZ_CP034778.1_2956,8.4411,27006.68
NZ_CP034778.1_2957,7.3529,20189.17
NZ_CP034778.1_2958,6.8035,66806.86
NZ_CP034778.1_2959,5.9015,37038.20
NZ_CP034778.1_2960,4.3794,23133.81
NZ_CP034778.1_2961,5.9936,45672.80
NZ_CP034778.1_2964,6.1320,15291.99
NZ_CP034778.1_2965,7.1296,35471.39
NZ_CP034778.1_2966,5.5011,32596.85
NZ_CP034778.1_2967,6.7390,31613.35
NZ_CP034778.1_2969,5.5193,74390.30
NZ_CP034778.1_2970,7.2097,49290.37
NZ_CP034778.1_2972,9.3902,17534.31
NZ_CP034778.1_2975,10.3224,40875.22
NZ_CP034778.1_2976,5.1010,25473.10
NZ_CP034778.1_2977,8.0334,32991.75
NZ_CP034778.1_2978,9.3146,47386.52
NZ_CP034778.1_2979,4.4228,15165.47
NZ_CP034778.1_2983,11.6506,15336.64
NZ_CP034778.1_2984,8.6453,29222.83
NZ_CP034778.1_2985,10.8223,40956.96
NZ_CP034778.1_2986,4.7428,25124.29
NZ_CP034778.1_2988,8.4882,13546.52
NZ_CP034778.1_2990,4.8738,37647.63
NZ_CP034778.1_2993,10.3583,22950.48
NZ_CP034778.1_2994,10.4134,34703.42
NZ_CP034778.1_2995,7.2560,36814.19
NZ_CP034778.1_2996,6.0049,45785.53
NZ_CP034778.1_2997,5.5002,66135.38
NZ_CP034778.1_2998,9.4495,32839.18
NZ_CP034778.1_2999,5.5952,54027.77
NZ_CP034778.1_3004,7.7104,37220.20
NZ_CP034778.1_3005,8.8057,52482.68
NZ_CP034778.1_3006,4.6045,31580.22
NZ_CP034778.1_3010,6.1882,42738.84
NZ_CP034778.1_3014,5.1321,13932.74
NZ_CP034778.1_3015,8.8113,25824.78
NZ_CP034778.1_3016,5.0358,45748.69
NZ_CP034778.1_3017,10.6350,24698.39
NZ_CP034778.1_3018,4.6668,17301.70
NZ_CP034778.1_3019,4.7065,43184.91
NZ_CP034778.1_3021,5.9332,51643.94
NZ_CP034778.1_3022,5.5289,13640.64
NZ_CP034778.1_3023,8.6537,30592.53
NZ_CP034778.1_3024,5.3674,25431.13
NZ_CP034778.1_3025,5.6740,55503.69
NZ_CP034778.1_3026,4.5436,42646.86
NZ_CP034778.1_3027,5.5502,44917.32
NZ_CP034778.1_3028,5.6052,42986.96
NZ_CP034778.1_3029,9.9851,32186.16
NZ_CP034778.1_3030,9.9941,28796.64
NZ_CP034778.1_3031,5.2896,38843.20
NZ_CP034778.1_3033,6.1216,58967.32
NZ_CP034778.1_3034,5.9201,72386.95
NZ_CP034778.1_3035,5.7225,35022.99
NZ_CP034778.1_3036,7.0556,16335.41
NZ_CP034778.1_3038,9.4312,35131.04
NZ_CP034778.1_3039,6.0709,61230.30
NZ_CP034778.1_3040,6.9509,36535.18
NZ_CP034778.1_3041,6.7348,29229.47
NZ_CP034778.1_3042,6.6335,35252.26
NZ_CP034778.1_3044,8.0718,31251.70
NZ_CP034778.1_3045,5.8127,33141.65
NZ_CP034778.1_3046,9.3361,45120.84
NZ_CP034778.1_3047,8.2777,25575.41
NZ_CP034778.1_3048,9.7181,43180.68
NZ_CP034778.1_3049,6.1652,129927.44
NZ_CP034778.1_3050,9.1787,34425.66
NZ_CP034778.1_3052,7.9495,23151.35
NZ_CP034778.1_3053,4.6919,80460.96
NZ_CP034778.1_3055,9.7941,47257.71
NZ_CP034778.1_3057,6.1127,37323.44
NZ_CP034778.1_3061,6.3879,13101.16
NZ_CP034778.1_3062,8.7760,50654.60
NZ_CP034778.1_3063,5.1866,29530.48
NZ_CP034778.1_3064,6.9028,37123.93
NZ_CP034778.1_3065,5.1247,23555.82
NZ_CP034778.1_3066,9.7415,38437.55
NZ_CP034778.1_3067,6.8523,30330.73
NZ_CP034778.1_3068,5.6110,42859.45
NZ_CP034778.1_3069,3.7127,8639.52
NZ_CP034778.1_3070,6.5563,25510.19
NZ_CP034778.1_3071,4.7690,32371.17
NZ_CP034778.1_3072,4.7033,33422.04
NZ_CP034778.1_3073,7.4544,41308.57
NZ_CP034778.1_3074,11.9146,6430.38
NZ_CP034778.1_3076,6.3528,21618.66
NZ_CP034778.1_3077,10.3770,37229.90
NZ_CP034778.1_3078,5.6239,119079.02
NZ_CP034778.1_3079,7.5810,34783.30
NZ_CP034778.1_3080,10.6864,42004.28
NZ_CP034778.1_3081,10.6928,55354.74
NZ_CP034778.1_3082,7.2922,34200.02
NZ_CP034778.1_3083,4.9131,24315.60
NZ_CP034778.1_3084,9.7203,23907.35
NZ_CP034778.1_3085,10.4634,43887.48
NZ_CP034778.1_3087,6.3419,38817.49
NZ_CP034778.1_3089,4.3069,9736.74
NZ_CP034778.1_3090,5.2104,40332.31
NZ_CP034778.1_3092,6.1409,40234.85
NZ_CP034778.1_3093,10.0571,35555.95
NZ_CP034778.1_3094,11.0275,43713.00
NZ_CP034778.1_3097,8.8039,96092.28
NZ_CP034778.1_3098,9.0544,58555.43
NZ_CP034778.1_3099,10.1500,44279.64
NZ_CP034778.1_3101,5.5842,18458.11
NZ_CP034778.1_3104,5.8937,26927.68
NZ_CP034778.1_3105,6.4092,35197.46
NZ_CP034778.1_3107,5.9410,31329.33
NZ_CP034778.1_3109,8.2713,33630.78
NZ_CP034778.1_3110,5.2815,30709.57
NZ_CP034778.1_3111,5.7194,24094.63
NZ_CP034778.1_3113,7.8556,29251.55
NZ_CP034778.1_3116,6.5190,30476.01
NZ_CP034778.1_3117,9.4646,43923.61
NZ_CP034778.1_3119,8.5714,54246.02
NZ_CP034778.1_3120,5.6563,144518.95
NZ_CP034778.1_3123,5.2099,39931.23
NZ_CP034778.1_3124,4.8635,25889.35
NZ_CP034778.1_3125,5.0078,13867.91
NZ_CP034778.1_3126,6.5077,28421.73
NZ_CP034778.1_3128,6.6095,17634.13
NZ_CP034778.1_3129,9.7018,45266.98
NZ_CP034778.1_3130,10.0448,32841.22
NZ_CP034778.1_3131,6.2348,20909.61
NZ_CP034778.1_3133,7.4560,45561.90
NZ_CP034778.1_3134,8.7466,16855.49
NZ_CP034778.1_3135,6.8076,28099.96
NZ_CP034778.1_3138,9.9399,51125.50
NZ_CP034778.1_3139,4.6636,53043.15
NZ_CP034778.1_3140,5.5346,28159.05
NZ_CP034778.1_3141,5.5555,20048.60
NZ_CP034778.1_3142,6.0363,53828.08
NZ_CP034778.1_3143,6.6729,47296.62
NZ_CP034778.1_3144,6.9630,35275.43
NZ_CP034778.1_3145,5.2750,40006.49
NZ_CP034778.1_3146,9.2818,58499.88
NZ_CP034778.1_3147,5.3829,42741.07
NZ_CP034778.1_3148,5.1954,51368.54
NZ_CP034778.1_3149,5.7641,35687.45
NZ_CP034778.1_3151,8.1884,34274.63
NZ_CP034778.1_3152,7.3262,61478.53
NZ_CP034778.1_3153,9.5641,23370.88
NZ_CP034778.1_3154,5.9247,12422.34
NZ_CP034778.1_3155,7.2522,10277.70
NZ_CP034778.1_3157,9.2542,18843.27
NZ_CP034778.1_3158,8.1055,44659.16
NZ_CP034778.1_3159,4.1580,11881.15
NZ_CP034778.1_3161,8.7947,119447.63
NZ_CP034778.1_3162,9.4316,44865.61
NZ_CP034778.1_3163,8.8607,79520.77
NZ_CP034778.1_3167,7.3525,14716.12
NZ_CP034778.1_3168,6.6272,17443.24
NZ_CP034778.1_3169,8.3821,77649.86
NZ_CP034778.1_3170,10.7862,16476.64
NZ_CP034778.1_3171,7.9290,80255.07
NZ_CP034778.1_3174,6.2967,38044.59
NZ_CP034778.1_3176,4.2457,65095.05
NZ_CP034778.1_3177,5.8037,19084.14
NZ_CP034778.1_3179,8.9530,60146.77
NZ_CP034778.1_3180,8.0477,47182.45
NZ_CP034778.1_3181,5.1615,71600.25
NZ_CP034778.1_3182,8.8657,78911.07
NZ_CP034778.1_3183,6.8558,40475.15
NZ_CP034778.1_3185,7.9187,36707.64
NZ_CP034778.1_3186,6.3932,21026.01
NZ_CP034778.1_3187,9.1163,34272.24
NZ_CP034778.1_3188,6.0630,41831.39
NZ_CP034778.1_3189,9.8134,28908.37
NZ_CP034778.1_3190,7.9123,27898.36
NZ_CP034778.1_3191,4.8791,98725.62
NZ_CP034778.1_3192,6.9557,47355.09
NZ_CP034778.1_3193,5.2400,42524.38
NZ_CP034778.1_3194,4.9246,44054.28
NZ_CP034778.1_3195,9.4378,47174.41
NZ_CP034778.1_3196,5.6409,44088.28
NZ_CP034778.1_3197,5.3239,17583.36
NZ_CP034778.1_3198,4.9207,52479.24
NZ_CP034778.1_3200,5.1550,43539.32
NZ_CP034778.1_3201,4.7664,23356.66
NZ_CP034778.1_3204,9.8075,65560.95
NZ_CP034778.1_3209,9.0504,28254.89
NZ_CP034778.1_3211,5.0412,27347.19
NZ_CP034778.1_3212,4.6438,6796.89
NZ_CP034778.1_3214,9.8708,35556.17
NZ_CP034778.1_3215,8.2005,64537.80
NZ_CP034778.1_3216,10.8760,84108.95
NZ_CP034778.1_3217,9.5542,10736.21
NZ_CP034778.1_3218,4.6119,61177.12
NZ_CP034778.1_3219,5.0457,24874.39
NZ_CP034778.1_3220,5.7238,46097.77
NZ_CP034778.1_3221,5.4195,39641.28
NZ_CP034778.1_3224,7.6079,30877.68
NZ_CP034778.1_3225,5.7119,85145.88
NZ_CP034778.1_3226,6.2301,28271.29
NZ_CP034778.1_3227,9.5141,41632.99
NZ_CP034778.1_3229,7.0357,22613.78
NZ_CP034778.1_3230,6.9004,89973.03
NZ_CP034778.1_3231,5.5230,48603.23
NZ_CP034778.1_3232,6.6152,49694.07
NZ_CP034778.1_3234,4.6554,154329.09
NZ_CP034778.1_3235,9.0962,18856.76
NZ_CP034778.1_3236,5.2107,35650.25
NZ_CP034778.1_3237,7.1731,65284.91
NZ_CP034778.1_3238,7.7543,62244.61
NZ_CP034778.1_3239,7.6660,26216.91
NZ_CP034778.1_3240,9.7646,8249.58
NZ_CP034778.1_3241,6.2836,84155.84
NZ_CP034778.1_3242,4.4688,12205.01
NZ_CP034778.1_3243,6.2270,7886.89
NZ_CP034778.1_3244,8.7189,70059.03
NZ_CP034778.1_3245,9.4563,40723.00
NZ_CP034778.1_3246,8.7994,63922.71
NZ_CP034778.1_3247,8.1015,23703.91
NZ_CP034778.1_3248,10.0791,32521.35
NZ_CP034778.1_3249,4.8560,59959.62
NZ_CP034778.1_3250,6.6956,35746.95
NZ_CP034778.1_3251,9.6900,15072.10
NZ_CP034778.1_3252,6.5082,62013.39
NZ_CP034778.1_3253,6.6019,36279.43
NZ_CP034778.1_3254,9.6149,53836.22
NZ_CP034778.1_3255,9.6553,37957.42
NZ_CP034778.1_3256,7.0329,31273.74
NZ_CP034778.1_3257,9.6254,42998.34
NZ_CP034778.1_3260,7.2178,29298.58
NZ_CP034778.1_3261,8.1650,27657.54
NZ_CP034778.1_3262,9.7060,26183.20
NZ_CP034778.1_3263,9.1794,24818.60
NZ_CP034778.1_3264,7.6110,26677.44
NZ_CP034778.1_3265,7.7616,54523.75
NZ_CP034778.1_3266,5.0458,27136.27
NZ_CP034778.1_3267,7.7381,41557.26
NZ_CP034778.1_3269,8.7110,30529.44
NZ_CP034778.1_3270,7.6113,35476.45
NZ_CP034778.1_3271,6.5881,43367.43
NZ_CP034778.1_3272,6.8020,40835.71
NZ_CP034778.1_3274,6.7835,32193.06
NZ_CP034778.1_3275,6.4156,26783.56
NZ_CP034778.1_3279,8.4536,60416.18
NZ_CP034778.1_3281,10.0623,41805.61
NZ_CP034778.1_3282,5.7306,30252.36
NZ_CP034778.1_3283,9.0550,44538.04
NZ_CP034778.1_3284,8.8401,22031.17
NZ_CP034778.1_3285,6.7302,28002.24
NZ_CP034778.1_3286,8.8561,43806.44
NZ_CP034778.1_3287,4.9966,23453.90
NZ_CP034778.1_3288,9.1260,39956.65
NZ_CP034778.1_3291,5.4803,49567.83
NZ_CP034778.1_3292,9.0232,32796.71
NZ_CP034778.1_3293,10.0345,33834.32
NZ_CP034778.1_3294,9.1936,56460.03
NZ_CP034778.1_3295,8.3531,68593.13
NZ_CP034778.1_3296,4.9074,32677.33
NZ_CP034778.1_3297,5.2566,44039.50
NZ_CP034778.1_3298,5.5996,27164.28
NZ_CP034778.1_3299,6.2295,33115.91
NZ_CP034778.1_3300,6.3603,90309.54
NZ_CP034778.1_3301,5.2952,30147.28
NZ_CP034778.1_3303,7.9906,46058.99
NZ_CP034778.1_3304,9.7961,47540.25
NZ_CP034778.1_3305,5.9345,90561.82
NZ_CP034778.1_3306,4.6680,59683.70
NZ_CP034778.1_3307,5.9464,28511.50
NZ_CP034778.1_3308,7.6232,35649.90
NZ_CP034778.1_3309,6.6323,26954.97
